year,name,TDI,TDI_normalized,TDI_rank
1950,Alfa Romeo,0.908509600960096,1.0,1.0
1950,Kurtis Kraft,0.6055695850483924,0.6487529804334644,2.0
1950,Deidt,0.3838580487262209,0.3916871844133756,3.0
1950,Ferrari,0.2680821003448659,0.257449531180094,4.0
1950,Talbot-Lago,0.204093550987269,0.1832573278800421,5.0
1950,Maserati,0.1481020668332938,0.1183374067827815,6.0
1950,Moore,0.1292079207920792,0.0964303884436598,7.0
1950,Nichels,0.1202970297029702,0.0860985611104105,8.0
1950,Marchese,0.1143564356435643,0.0792106762215776,9.0
1950,Lesovsky,0.1128712871287128,0.0774887049993694,10.0
1950,Stevens,0.1113861386138613,0.0757667337771612,11.0
1950,Alta,0.1103960396039603,0.0746187529623557,12.0
1950,ERA,0.1080445544554455,0.0718922985271928,13.0
1950,Simca-Gordini,0.1062465235287573,0.0698075524688452,14.0
1950,Cooper,0.1054455445544554,0.0688788488883284,15.0
1950,Langley,0.0995049504950495,0.0619909639994955,16.0
1950,Ewing,0.0965346534653465,0.0585470215550791,17.0
1950,Rae,0.0816831683168316,0.041327309332997,18.0
1950,Olson,0.0787128712871287,0.0378833668885806,19.0
1950,Wetteroth,0.0757425742574257,0.0344394244441642,20.0
1950,Snowberger,0.0668316831683168,0.0241075971109149,21.0
1950,Adams,0.0623762376237623,0.0189416834442903,22.0
1950,Watson,0.046039603960396,0.0,23.0
1951,Kurtis Kraft,0.749456867711395,1.0,1.0
1951,Alfa Romeo,0.6208919662730392,0.8164530541974478,2.0
1951,Ferrari,0.6053554094905289,0.794272136125613,3.0
1951,Sherman,0.1421252590375316,0.1329370565815909,4.0
1951,Moore,0.1292079207920792,0.1144954916107025,5.0
1951,Talbot-Lago,0.1248622304090874,0.1082913240013638,6.0
1951,ERA,0.1217821782178217,0.1038940572023042,7.0
1951,O.S.C.A.,0.1202970297029702,0.1017737703206245,8.0
1951,HWM,0.1128712871287128,0.0911723359122261,9.0
1951,Schroeder,0.1086115588303016,0.0850908929182611,10.0
1951,Simca-Gordini,0.107044935262757,0.0828542873764058,11.0
1951,BRM,0.1059382915035689,0.0812743765312377,12.0
1951,Alta,0.1054455445544554,0.0805709015038277,13.0
1951,Kuzma,0.1024752475247524,0.0763303277404683,14.0
1951,Deidt,0.1009900990099009,0.0742100408587887,15.0
1951,Pawl,0.0995049504950495,0.072089753977109,16.0
1951,Maserati,0.0927722772277227,0.0624777867801611,17.0
1951,Hall,0.0905940594059405,0.0593680326870309,18.0
1951,Marchese,0.0876237623762376,0.0551274589236716,19.0
1951,Veritas,0.0876237623762376,0.0551274589236716,19.0
1951,Bromme,0.0668316831683168,0.0254434425801561,20.0
1951,Trevis,0.0608910891089108,0.0169622950534374,21.0
1951,Lesovsky,0.0579207920792079,0.012721721290078,22.0
1951,Watson,0.049009900990099,0.0,23.0
1952,Ferrari,0.8731690448456609,1.0,1.0
1952,Kuzma,0.6279547700925816,0.7035357918216162,2.0
1952,Kurtis Kraft,0.3572244879217863,0.3762227150666207,3.0
1952,Gordini,0.1746359284671601,0.1554730349933249,4.0
1952,Cooper,0.1548095090507341,0.1315028817906944,5.0
1952,Maserati,0.1344087962616129,0.1068384075491698,6.0
1952,Connaught,0.1219126165728605,0.091730518661334,7.0
1952,Heck,0.1143564356435643,0.0825950912955652,8.0
1952,Watson,0.1143564356435643,0.0825950912955652,8.0
1952,Frazer-Nash,0.1141376689536173,0.0823306022335958,9.0
1952,Lesovsky,0.1124049956862906,0.0802357991934909,10.0
1952,Alta,0.1054455445544554,0.0718218185178828,11.0
1952,Sherman,0.1054455445544554,0.0718218185178828,11.0
1952,HWM,0.1027102103762881,0.0685147978232262,12.0
1952,Balsa,0.1024752475247524,0.0682307275919887,13.0
1952,Trevis,0.1024752475247524,0.0682307275919887,13.0
1952,Veritas,0.1001650165016501,0.0654376568718488,14.0
1952,Nacke,0.0965346534653465,0.0610485457402004,15.0
1952,ERA,0.0915841584158415,0.0550633941970434,16.0
1952,Reif,0.0905940594059405,0.0538663638884121,17.0
1952,Simca-Gordini,0.0905940594059405,0.0538663638884121,17.0
1952,AFM,0.087029702970297,0.0495570547773391,18.0
1952,Bromme,0.0846534653465346,0.0466841820366238,19.0
1952,Stevens,0.0816831683168316,0.0430930911107297,20.0
1952,Deidt,0.0787128712871287,0.0395020001848355,21.0
1952,O.S.C.A.,0.0787128712871287,0.0395020001848355,21.0
1952,Aston Butterworth,0.075,0.0350131365274678,22.0
1952,Krakau,0.0519801980198019,0.0071821818517882,23.0
1952,Cisitalia,0.046039603960396,0.0,24.0
1953,Ferrari,0.7962433993399339,1.0,1.0
1953,Kurtis Kraft,0.7249172468267234,0.9088922694111788,2.0
1953,Maserati,0.3539230989425473,0.4350066933007823,3.0
1953,Gordini,0.1101325241602274,0.1236032988270981,4.0
1953,Greifzu,0.1054455445544554,0.1176164334186649,5.0
1953,Cooper,0.1031824611032531,0.1147257069444735,6.0
1953,Heck,0.1024752475247524,0.1138223549212886,7.0
1953,HWM,0.097029702970297,0.1068665443427655,8.0
1953,Simca-Gordini,0.0965346534653465,0.1062341979265361,9.0
1953,Connaught,0.0925742574257425,0.101175426596701,10.0
1953,Schroeder,0.0905940594059405,0.0986460409317835,11.0
1953,O.S.C.A.,0.0867751060820367,0.0937679400065854,12.0
1953,Kuzma,0.0841584158415841,0.0904255375208015,13.0
1953,Veritas,0.083539603960396,0.0896351045005148,14.0
1953,EMW,0.0816831683168316,0.0872638054396546,15.0
1953,AFM,0.0683168316831683,0.0701904522014613,16.0
1953,Stevens,0.0638613861386138,0.0644993344553969,17.0
1953,Turner,0.0519801980198019,0.0493230204658917,18.0
1953,Lesovsky,0.0371287128712871,0.0303526279790103,19.0
1953,Watson,0.0282178217821782,0.0189703924868814,20.0
1953,Bromme,0.0163366336633663,0.0037940784973762,21.0
1953,Del Roy,0.0133663366336633,0.0,22.0
1954,Kurtis Kraft,0.7194823704023189,1.0,1.0
1954,Mercedes,0.6595203298356742,0.9166594720964252,2.0
1954,Ferrari,0.5951074362755425,0.8271327564882116,3.0
1954,Maserati,0.3952720149658698,0.5493838782246218,4.0
1954,Kuzma,0.2461358019209992,0.342101227280059,5.0
1954,Phillips,0.1262376237623762,0.1754561737097003,6.0
1954,Gordini,0.1183733072858855,0.164525653658051,7.0
1954,Klenk,0.1054455445544554,0.1465575098045732,8.0
1954,Connaught,0.103069306930693,0.1432548053582729,9.0
1954,HWM,0.0995049504950495,0.1383007486888226,10.0
1954,Lancia,0.0916001914092754,0.127314017934942,11.0
1954,Vanwall,0.0915841584158415,0.1272917338678218,12.0
1954,Stevens,0.0816831683168316,0.1135304653415708,13.0
1954,Cooper,0.0737623762376237,0.10252145052057,14.0
1954,Pankratz,0.0698019801980198,0.0970169431100696,15.0
1954,Pawl,0.0415841584158415,0.0577973278102542,16.0
1954,Nichels,0.0282178217821782,0.0392196152998153,17.0
1954,Schroeder,0.0074257425742574,0.0103209513946882,18.0
1954,Bromme,0.0,0.0,19.0
1955,Kurtis Kraft,0.7548649443920726,1.0,1.0
1955,Mercedes,0.7517189218921891,0.995561639348323,2.0
1955,Ferrari,0.3383248258479274,0.4123515416499203,3.0
1955,Maserati,0.1936643329262189,0.2082667203685452,4.0
1955,Lancia,0.1384312323637427,0.1303447028954691,5.0
1955,Cooper,0.1084158415841584,0.0879994465008475,6.0
1955,Kuzma,0.1026444416593558,0.0798572433435961,7.0
1955,Epperly,0.1024752475247524,0.0796185468341001,8.0
1955,Vanwall,0.102050919377652,0.0790199111436182,9.0
1955,Phillips,0.0995049504950495,0.0754280970007264,10.0
1955,Trevis,0.098019801980198,0.0733328720840396,11.0
1955,Gordini,0.0977227722772277,0.0729138271007022,12.0
1955,Connaught,0.0852475247524752,0.0553139378005327,13.0
1955,Schroeder,0.0846534653465346,0.054475847833858,14.0
1955,Arzani-Volpini,0.0816831683168316,0.0502853980004843,15.0
1955,Pawl,0.0787128712871287,0.0460949481671106,16.0
1955,HWM,0.0757425742574257,0.0419044983337369,17.0
1955,Stevens,0.0519801980198019,0.0083808996667473,18.0
1955,Pankratz,0.046039603960396,0.0,19.0
1956,Ferrari,0.8203630363036303,1.0,1.0
1956,Watson,0.6419054793678125,0.7622344571649249,2.0
1956,Maserati,0.5190870795154049,0.5985990022564757,3.0
1956,Phillips,0.2760269971096488,0.2747611473231184,4.0
1956,Kurtis Kraft,0.2369211610602054,0.2226590088877066,5.0
1956,Connaught,0.1316247463255642,0.082368736859757,6.0
1956,Lesovsky,0.1232673267326732,0.0712338404713745,7.0
1956,Stevens,0.1202970297029702,0.0672764048896315,8.0
1956,Gordini,0.114176864891458,0.0591222850325908,9.0
1956,Kuzma,0.1133232888506241,0.0579850343933652,10.0
1956,Cooper,0.1113861386138613,0.0554040981444024,11.0
1956,Vanwall,0.1078070229383186,0.0506355111701282,12.0
1956,Bugatti,0.0935643564356435,0.0316594846539442,13.0
1956,BRM,0.0852475247524752,0.0205786650250637,14.0
1956,Emeryson,0.0698019801980198,0.0,15.0
1957,Epperly,0.784006092916984,1.0,1.0
1957,Maserati,0.6962390150022028,0.8791229104713822,2.0
1957,Vanwall,0.4973057882711348,0.6051423926155137,3.0
1957,Ferrari,0.355436364378196,0.4097529201537435,4.0
1957,Kuzma,0.2424841330286875,0.2541896120697191,5.0
1957,Connaught,0.1324447829398324,0.1026380657680809,6.0
1957,Phillips,0.1232673267326732,0.0899984266009335,7.0
1957,Cooper,0.1146579080985021,0.0781411164140487,8.0
1957,Kurtis Kraft,0.1083650672759583,0.0694743098896872,9.0
1957,Porsche,0.1074257425742574,0.0681806262128284,10.0
1957,BRM,0.1039603960396039,0.0634079823779304,11.0
1957,Lesovsky,0.0905940594059405,0.0449992133004667,12.0
1957,Dunn,0.0876237623762376,0.040908375727697,13.0
1957,Watson,0.0579207920792079,0.0,14.0
1958,Epperly,0.7840998615990631,1.0,1.0
1958,Vanwall,0.624316867170588,0.7749035752762758,2.0
1958,Ferrari,0.5722859638905067,0.7016043462476516,3.0
1958,Cooper,0.3320542866639142,0.3631747665385555,4.0
1958,Kurtis Kraft,0.2269808634089215,0.2151511799686541,5.0
1958,BRM,0.1956373056660504,0.1709955249111311,6.0
1958,Phillips,0.1292079207920792,0.0774122428778187,7.0
1958,Maserati,0.1286347667024767,0.0766048044088703,8.0
1958,Lotus,0.1200263914337104,0.0644776409231039,9.0
1958,Porsche,0.1123762376237623,0.0537003846990273,10.0
1958,Watson,0.0987623762376237,0.0345216758779461,11.0
1958,Kuzma,0.0911881188118811,0.02385133969749,12.0
1958,Connaught,0.0858415841584158,0.0163193376877563,13.0
1958,Lesovsky,0.0831683168316831,0.0125533366828895,14.0
1958,Dunn,0.0787128712871287,0.0062766683414447,15.0
1958,O.S.C.A.,0.0742574257425742,0.0,16.0
1959,Watson,0.7475298299060675,1.0,1.0
1959,Cooper,0.7388818545316069,0.987405348896538,2.0
1959,Ferrari,0.5264362876226993,0.6780060180893834,3.0
