year,constructorId,name,races,wins,podiums,avg_finish,total_points,win_rate,podium_rate,avg_points,TDI,total_races,points_share,one_two_rate
1960,meskowski,Meskowski,1,0,0,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1960,phillips,Phillips,1,0,0,4.0,0.013215859030837,0.0,0.0,0.013215859030837,0.0052863436123348,1,0.008450704225352112,0.0
1960,porsche,Porsche,1,0,0,6.5,0.0044052863436123,0.0,0.0,0.0044052863436123,0.0017621145374449,1,0.0028169014084506823,0.0
1960,scarab,Scarab,5,0,0,18.666666666666668,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
1960,trevis,Trevis,1,0,0,7.5,0.0044052863436123,0.0,0.0,0.0044052863436123,0.0017621145374449,1,0.0028169014084506823,0.0
1960,vanwall,Vanwall,1,0,0,18.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1960,watson,Watson,1,1,2,16.125,0.0616740088105726,0.75,0.6206896551724138,0.0616740088105726,0.4423420173173324,1,0.03943661971830981,0.0
1961,brm,BRM,8,0,1,13.375,0.0909090909090909,0.0,0.0625,0.011363636363636362,0.0519886363636363,8,0.045,0.0
1961,cooper,Cooper,8,0,1,13.913793103448276,0.2424242424242424,0.0,0.0625,0.0303030303030303,0.1125946969696969,8,0.12000000000000001,0.0
1961,de-tomaso,De Tomaso,2,0,0,23.75,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1961,emeryson,Emeryson,2,0,0,25.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1961,ferguson,Ferguson,1,0,0,30.5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1961,ferrari,Ferrari,7,5,14,7.888888888888889,1.0,1.0,1.0,0.14285714285714285,1.0,7,0.49500000000000005,0.0
1961,gilby,Gilby,1,0,0,15.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1961,jbw,JBW,1,0,0,23.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1961,lotus,Lotus,8,3,5,16.01492537313433,0.4444444444444444,0.525,0.3125,0.05555555555555555,0.4396527777777778,8,0.22000000000000003,0.0
1961,porsche,Porsche,8,0,3,9.76,0.2424242424242424,0.0,0.1875,0.0303030303030303,0.1438446969696969,8,0.12000000000000001,0.0
1962,brabham,Brabham,3,0,0,8.666666666666666,0.0967741935483871,0.0,0.0,0.03225806451612903,0.0387096774193548,3,0.025210084033613443,0.0
1962,brm,BRM,9,4,8,7.05,1.0,1.0,1.0,0.1111111111111111,1.0,9,0.26050420168067223,0.0
1962,cooper,Cooper,9,1,7,9.633333333333333,0.7258064516129032,0.25,0.8750000000000001,0.08064516129032258,0.5965725806451614,9,0.18907563025210083,0.0
1962,de-tomaso,De Tomaso,1,0,0,29.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1962,emeryson,Emeryson,3,0,0,14.666666666666666,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
1962,enb,ENB,1,0,0,16.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1962,ferrari,Ferrari,6,0,4,9.80952380952381,0.4838709677419355,0.0,0.75,0.08064516129032258,0.3810483870967742,6,0.12605042016806722,0.0
1962,gilby,Gilby,2,0,0,21.5,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1962,lds,LDS,1,0,0,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1962,lola,Lola,9,0,2,12.764705882352942,0.3064516129032258,0.0,0.25,0.034050179211469536,0.1850806451612903,9,0.07983193277310924,0.0
1962,lotus,Lotus,9,4,5,13.702380952380953,0.9032258064516128,1.0,0.6250000000000001,0.10035842293906809,0.8675403225806452,9,0.2352941176470588,0.0
1962,porsche,Porsche,9,1,2,11.148148148148149,0.3225806451612903,0.25,0.25,0.035842293906810034,0.2790322580645161,9,0.08403361344537814,0.0
1963,alfa-special,Alfa Special,1,0,0,15.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1963,ats,ATS,5,0,0,16.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
1963,brabham,Brabham,10,0,4,9.35,0.2408759124087591,0.0,0.25,0.02408759124087591,0.1588503649635036,10,0.10819672131147541,0.0
1963,brm,BRM,10,2,10,7.6,0.4744525547445255,0.1666666666666666,0.625,0.04744525547445255,0.4043643552311435,10,0.21311475409836067,0.0
1963,brp,BRP,5,0,0,10.8,0.0437956204379562,0.0,0.0,0.00875912408759124,0.0175182481751824,5,0.019672131147540982,0.0
1963,cooper,Cooper,10,0,4,11.0,0.2335766423357664,0.0,0.25,0.023357664233576637,0.1559306569343065,10,0.10491803278688523,0.0
1963,de-tomaso,De Tomaso,1,0,0,28.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1963,ferrari,Ferrari,10,1,3,11.63157894736842,0.1970802919708029,0.0833333333333333,0.1874999999999999,0.01970802919708029,0.1548737834549878,10,0.08852459016393442,0.0
1963,gilby,Gilby,3,0,0,21.33333333333333,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
1963,lds,LDS,1,0,0,15.5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1963,lola,Lola,9,0,0,13.533333333333331,0.0,0.0,0.0,0.0,0.0,9,0.0,0.0
1963,lotus,Lotus,10,12,16,12.063063063063064,1.0,1.0,1.0,0.1,1.0,10,0.4491803278688525,0.0
1963,porsche,Porsche,8,0,0,11.0,0.0364963503649635,0.0,0.0,0.004562043795620438,0.0145985401459854,8,0.01639344262295082,0.0
1963,scirocco,Scirocco,5,0,0,17.285714285714285,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
1963,stebro,Stebro,1,0,0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1964,brabham,Brabham,10,3,9,12.0375,0.6153846153846154,0.5,0.9,0.06153846153846154,0.6461538461538462,10,0.19814241486068113,0.0
1964,brm,BRM,10,2,7,9.35135135135135,0.6730769230769231,0.3333333333333333,0.7,0.06730769230769232,0.5608974358974359,10,0.21671826625386997,0.0
1964,brp,BRP,8,0,0,12.714285714285714,0.048076923076923,0.0,0.0,0.006009615384615375,0.0192307692307692,8,0.015479876160990688,0.0
1964,cooper,Cooper,10,0,2,12.125,0.1538461538461538,0.0,0.2,0.01538461538461538,0.1115384615384615,10,0.04953560371517026,0.0
1964,derrington-francis,Derrington-Francis,1,0,0,16.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1964,ferrari,Ferrari,10,3,10,7.5,0.6153846153846154,0.5,1.0,0.06153846153846154,0.6711538461538462,10,0.19814241486068113,0.0
1964,honda,Honda,3,0,0,15.333333333333334,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
1964,lotus,Lotus,10,6,10,11.471698113207546,1.0,1.0,1.0,0.1,1.0,10,0.3219814241486068,0.0
1964,porsche,Porsche,2,0,0,20.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1964,scirocco,Scirocco,2,0,0,19.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1965,alfa-special,Alfa Special,1,0,0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1965,brabham,Brabham,10,0,12,11.272727272727272,1.0,0.0,1.0,0.1,0.65,10,0.2909698996655518,0.0
1965,brm,BRM,10,3,11,8.517241379310345,0.9310344827586208,0.5,0.9166666666666669,0.09310344827586207,0.7765804597701149,10,0.27090301003344486,0.0
1965,cooper,Cooper,10,0,1,12.416666666666666,0.160919540229885,0.0,0.0833333333333333,0.0160919540229885,0.0852011494252873,10,0.04682274247491637,0.0
1965,ferrari,Ferrari,10,0,4,8.782608695652174,0.367816091954023,0.0,0.3333333333333333,0.0367816091954023,0.2304597701149425,10,0.10702341137123746,0.0
1965,honda,Honda,8,1,1,11.928571428571429,0.1494252873563218,0.2083333333333333,0.1041666666666666,0.018678160919540224,0.158728448275862,8,0.0434782608695652,0.0
1965,lds,LDS,1,0,0,21.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1965,lotus,Lotus,10,6,8,12.06060606060606,0.8275862068965517,1.0,0.6666666666666667,0.08275862068965517,0.8477011494252873,10,0.24080267558528426,0.0
1966,brabham,Brabham,9,8,21,11.013157894736842,1.0,1.0,1.0,0.1111111111111111,1.0,9,0.4465408805031447,0.0
1966,brm,BRM,9,1,4,10.52,0.2394366197183098,0.125,0.1904761904761905,0.026604068857589976,0.1871436955063715,9,0.10691823899371068,0.0
1966,cooper,Cooper,9,1,6,9.642857142857142,0.3450704225352112,0.125,0.2857142857142857,0.03834115805946791,0.2532067404426559,9,0.1540880503144654,0.0
1966,eagle,Eagle,8,0,0,13.272727272727272,0.028169014084507,0.0,0.0,0.003521126760563375,0.0112676056338028,8,0.012578616352201241,0.0
1966,ferrari,Ferrari,7,2,6,8.375,0.2957746478873239,0.3214285714285714,0.3673469387755102,0.042253521126760556,0.3226465938488071,7,0.1320754716981132,0.0
1966,honda,Honda,3,0,0,9.0,0.0211267605633802,0.0,0.0,0.007042253521126734,0.0084507042253521,3,0.009433962264150908,0.0
1966,lotus,Lotus,9,2,4,12.363636363636363,0.2746478873239437,0.25,0.1904761904761905,0.030516431924882632,0.2449782025486251,9,0.12264150943396229,0.0
1966,matra,Matra,1,0,0,13.25,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1966,mclaren,McLaren,6,0,0,11.333333333333334,0.0352112676056338,0.0,0.0,0.005868544600938966,0.0140845070422535,6,0.015723270440251572,0.0
1966,shannon,Shannon,1,0,0,20.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1967,brabham,Brabham,11,8,28,7.216216216216216,1.0,1.0,1.0,0.09090909090909091,1.0,11,0.4396551724137931,0.0
1967,brm,BRM,11,0,2,11.411764705882351,0.1029411764705882,0.0,0.0714285714285714,0.009358288770053473,0.0590336134453781,11,0.04525862068965516,0.0
1967,cooper,Cooper,11,2,4,10.456521739130435,0.3627450980392157,0.2499999999999999,0.1428571428571428,0.03297682709447415,0.268312324929972,11,0.15948275862068967,0.0
1967,eagle,Eagle,11,1,2,13.705882352941176,0.0637254901960784,0.1249999999999999,0.0714285714285714,0.005793226381461672,0.0870973389355742,11,0.02801724137931033,0.0
1967,ferrari,Ferrari,10,0,4,6.875,0.1127450980392156,0.0,0.1571428571428571,0.01127450980392156,0.0843837535014005,10,0.049568965517241347,0.0
1967,honda,Honda,9,1,2,7.111111111111111,0.0980392156862745,0.1527777777777777,0.0873015873015873,0.010893246187363833,0.1145133053221288,9,0.043103448275862065,0.0
1967,lds,LDS,1,0,0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1967,lola,Lola,1,0,0,17.666666666666668,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1967,lotus,Lotus,11,8,13,10.140350877192985,0.5196078431372549,1.0,0.4642857142857144,0.04723707664884136,0.6739145658263306,11,0.228448275862069,0.0
1967,matra,Matra,4,0,0,14.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
1967,mclaren,McLaren,6,0,0,11.5,0.0147058823529411,0.0,0.0,0.00245098039215685,0.0058823529411764,6,0.006465517241379277,0.0
1967,protos,Protos,1,0,0,17.5,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1968,brabham,Brabham,12,0,2,12.941176470588236,0.1034482758620689,0.0,0.1666666666666666,0.008620689655172408,0.0830459770114942,12,0.029850746268656695,0.0
1968,brm,BRM,12,0,4,10.545454545454543,0.2413793103448276,0.0,0.3333333333333333,0.020114942528735632,0.1798850574712643,12,0.06965174129353234,0.0
1968,cooper,Cooper,12,0,2,11.8,0.1724137931034483,0.0,0.1666666666666666,0.014367816091954025,0.1106321839080459,12,0.04975124378109453,0.0
1968,eagle,Eagle,6,0,0,14.333333333333334,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
1968,ferrari,Ferrari,11,1,5,10.625,0.3189655172413793,0.1818181818181818,0.4545454545454545,0.028996865203761754,0.304858934169279,11,0.09203980099502486,0.0
1968,honda,Honda,12,0,2,10.4,0.1206896551724138,0.0,0.1666666666666666,0.010057471264367816,0.0899425287356321,12,0.03482587064676617,0.0
1968,lds,LDS,1,0,0,15.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1968,lola,Lola,1,0,0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1968,lotus,Lotus,12,5,9,9.973684210526317,0.646551724137931,0.8333333333333334,0.75,0.05387931034482759,0.7377873563218391,12,0.18656716417910446,0.0
1968,matra,Matra,12,6,12,8.509803921568627,0.8620689655172413,1.0,1.0,0.07183908045977011,0.9448275862068966,12,0.24875621890547261,0.0
1968,mclaren,McLaren,12,6,12,9.430769230769233,1.0,1.0,1.0,0.08333333333333333,1.0,12,0.2885572139303482,0.0
1969,bmw,BMW,1,0,0,24.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1969,brabham,Brabham,11,2,9,8.651162790697674,0.8,0.3333333333333333,0.9,0.07272727272727274,0.6616666666666667,11,0.24727272727272728,0.0
1969,brm,BRM,10,0,1,11.961538461538462,0.0823529411764705,0.0,0.11,0.00823529411764705,0.0604411764705882,10,0.025454545454545428,0.0
1969,cooper,Cooper,1,0,0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1969,eagle,Eagle,1,0,0,20.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1969,ferrari,Ferrari,10,0,1,9.5,0.0823529411764705,0.0,0.11,0.00823529411764705,0.0604411764705882,10,0.025454545454545428,0.0
1969,lotus,Lotus,11,2,7,10.0,0.6941176470588235,0.3333333333333333,0.7,0.06310160427807486,0.5693137254901961,11,0.21454545454545454,0.0
1969,matra,Matra,11,6,10,6.037037037037037,1.0,1.0,1.0,0.09090909090909091,1.0,11,0.3090909090909091,0.0
1969,mclaren,McLaren,11,1,5,8.642857142857142,0.5764705882352941,0.1666666666666666,0.4999999999999999,0.05240641711229946,0.4139215686274509,11,0.17818181818181816,0.0
1969,tecno,Tecno,1,0,0,16.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1970,bellasi,Bellasi,5,0,0,23.2,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
1970,brabham,Brabham,13,1,5,11.344827586206897,0.4605263157894737,0.1666666666666666,0.5555555555555555,0.0354251012145749,0.3814327485380117,13,0.1080246913580247,0.0
1970,brm,BRM,13,1,2,13.54054054054054,0.3289473684210526,0.1666666666666666,0.2222222222222221,0.025303643724696352,0.2454678362573099,13,0.07716049382716049,0.0
1970,de-tomaso,De Tomaso,11,0,0,16.90909090909091,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0
1970,ferrari,Ferrari,13,4,9,8.04,1.0,0.6666666666666667,1.0,0.07692307692307693,0.8833333333333333,13,0.23456790123456792,0.0
1970,lotus,Lotus,13,6,7,12.510204081632653,0.9210526315789472,1.0,0.7777777777777778,0.07085020242914979,0.9128654970760234,13,0.21604938271604937,0.0
1970,march,March,13,1,8,11.682539682539682,0.7236842105263158,0.1666666666666666,0.888888888888889,0.05566801619433199,0.5700292397660819,13,0.16975308641975312,0.0
1970,matra,Matra,13,0,3,9.26923076923077,0.3157894736842105,0.0,0.3333333333333332,0.024291497975708502,0.2096491228070175,13,0.07407407407407408,0.0
1970,mclaren,McLaren,12,0,5,12.731707317073171,0.4736842105263157,0.0,0.6018518518518519,0.03947368421052631,0.3399366471734892,12,0.1111111111111111,0.0
1970,surtees,Surtees,7,0,0,13.0,0.0394736842105263,0.0,0.0,0.0056390977443609,0.0157894736842105,7,0.009259259259259257,0.0
1970,tyrrell,Tyrrell,3,0,0,15.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
1971,bellasi,Bellasi,1,0,0,20.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1971,brabham,Brabham,11,0,1,15.32,0.0795454545454545,0.0,0.0909090909090909,0.007231404958677682,0.0545454545454545,11,0.02545454545454544,0.0
1971,brm,BRM,11,2,4,11.578947368421051,0.4772727272727273,0.2857142857142857,0.3636363636363636,0.04338842975206612,0.3818181818181818,11,0.15272727272727274,0.0
1971,ferrari,Ferrari,11,2,7,13.06896551724138,0.5,0.2857142857142857,0.6363636363636364,0.045454545454545456,0.4590909090909091,11,0.16,0.0
1971,lotus,Lotus,11,0,3,12.48,0.2840909090909091,0.0,0.2727272727272727,0.025826446280991736,0.1818181818181818,11,0.09090909090909091,0.0
1971,march,March,11,0,5,14.649122807017545,0.4204545454545454,0.0,0.4545454545454545,0.038223140495867766,0.2818181818181818,11,0.13454545454545452,0.0
1971,matra,Matra,10,0,1,10.411764705882351,0.1136363636363636,0.0,0.1,0.01136363636363636,0.0704545454545454,10,0.036363636363636355,0.0
1971,mclaren,McLaren,11,0,1,14.96551724137931,0.1477272727272727,0.0,0.0909090909090909,0.013429752066115701,0.0818181818181818,11,0.047272727272727265,0.0
1971,surtees,Surtees,11,0,0,13.428571428571429,0.1022727272727272,0.0,0.0,0.009297520661157018,0.0409090909090909,11,0.0327272727272727,0.0
1971,tyrrell,Tyrrell,11,7,11,7.913043478260869,1.0,1.0,1.0,0.09090909090909091,1.0,11,0.32,0.0
1972,brabham,Brabham,12,0,0,14.303030303030305,0.106060606060606,0.0,0.0,0.008838383838383833,0.0424242424242424,12,0.02333333333333332,0.0
1972,brm,BRM,12,1,1,16.94,0.2121212121212121,0.1999999999999999,0.0909090909090908,0.017676767676767676,0.1775757575757575,12,0.04666666666666667,0.0
1972,connew,Connew,2,0,0,24.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1972,eifelland,Eifelland,8,0,0,14.875,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0
1972,ferrari,Ferrari,12,1,6,10.5,0.7121212121212122,0.1999999999999999,0.5454545454545455,0.059343434343434344,0.4912121212121212,12,0.1566666666666667,0.0
1972,lotus,Lotus,12,5,8,13.642857142857142,0.9242424242424242,1.0,0.7272727272727273,0.07702020202020202,0.9015151515151514,12,0.20333333333333334,0.0
1972,march,March,12,0,1,14.758620689655173,0.2272727272727272,0.0,0.0909090909090908,0.018939393939393933,0.1136363636363636,12,0.04999999999999999,0.0
1972,matra,Matra,12,0,1,10.416666666666666,0.1818181818181818,0.0,0.0909090909090908,0.01515151515151515,0.0954545454545454,12,0.04,0.0
1972,mclaren,McLaren,12,1,11,6.68,1.0,0.1999999999999999,1.0,0.08333333333333333,0.72,12,0.22000000000000003,0.0
1972,politoys,Politoys,1,0,0,24.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1972,surtees,Surtees,12,0,1,16.05263157894737,0.2727272727272727,0.0,0.0909090909090908,0.022727272727272724,0.1318181818181818,12,0.060000000000000005,0.0
1972,tecno,Tecno,8,0,0,24.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0
1972,tyrrell,Tyrrell,12,4,7,10.0,0.9090909090909092,0.7999999999999999,0.6363636363636365,0.07575757575757576,0.8027272727272727,12,0.20000000000000004,0.0
1973,brabham,Brabham,15,0,2,12.878048780487806,0.1864406779661017,0.0,0.1333333333333333,0.012429378531073447,0.107909604519774,15,0.05866666666666668,0.0
1973,brm,BRM,15,0,0,13.688888888888888,0.1101694915254237,0.0,0.0,0.00734463276836158,0.0440677966101694,15,0.034666666666666665,0.0
1973,ensign,Ensign,7,0,0,18.857142857142858,0.0,0.0,0.0,0.0,0.0,7,0.0,0.0
1973,ferrari,Ferrari,13,0,0,11.0,0.1186440677966101,0.0,0.0,0.009126466753585392,0.047457627118644,13,0.037333333333333316,0.0
1973,iso-marlboro,Iso-Marlboro,15,0,0,14.0,0.0169491525423728,0.0,0.0,0.0011299435028248534,0.0067796610169491,15,0.005333333333333309,0.0
1973,lotus,Lotus,15,7,15,8.67741935483871,0.9067796610169492,1.0,1.0,0.060451977401129946,0.9627118644067796,15,0.2853333333333334,0.0
1973,march,March,15,0,2,14.976190476190476,0.1186440677966101,0.0,0.1333333333333333,0.007909604519774007,0.0807909604519774,15,0.037333333333333316,0.0
1973,mclaren,McLaren,15,3,8,8.942857142857143,0.576271186440678,0.4285714285714286,0.5333333333333333,0.0384180790960452,0.5138418079096045,15,0.18133333333333337,0.0
1973,shadow,Shadow,13,0,2,15.692307692307692,0.0762711864406779,0.0,0.1538461538461538,0.005867014341590608,0.0689700130378096,13,0.023999999999999983,0.0
1973,surtees,Surtees,15,0,1,15.085714285714284,0.059322033898305,0.0,0.0666666666666666,0.003954802259887,0.0403954802259886,15,0.018666666666666644,0.0
1973,tecno,Tecno,5,0,0,17.6,0.0084745762711864,0.0,0.0,0.00169491525423728,0.0033898305084745,5,0.0026666666666666544,0.0
1973,tyrrell,Tyrrell,15,5,15,7.787878787878788,1.0,0.7142857142857142,1.0,0.06666666666666667,0.8999999999999999,15,0.3146666666666667,0.0
1974,amon,Amon,4,0,0,28.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
1974,brabham,Brabham,15,3,5,15.163636363636364,0.5111111111111111,0.7500000000000002,0.4166666666666666,0.03407407407407407,0.5711111111111111,15,0.12266666666666667,0.0
1974,brm,BRM,15,0,1,16.825,0.1111111111111111,0.0,0.0833333333333332,0.007407407407407407,0.0652777777777777,15,0.02666666666666667,0.0
1974,ensign,Ensign,12,0,0,23.58333333333333,0.0,0.0,0.0,0.0,0.0,12,0.0,0.0
1974,ferrari,Ferrari,15,3,12,8.933333333333334,1.0,0.7500000000000002,1.0,0.06666666666666667,0.9125,15,0.24000000000000005,0.0
1974,hesketh,Hesketh,13,0,3,15.714285714285714,0.1666666666666666,0.0,0.2884615384615384,0.012820512820512815,0.1387820512820512,13,0.03999999999999999,0.0
1974,iso-marlboro,Iso-Marlboro,15,0,0,19.678571428571427,0.0444444444444444,0.0,0.0,0.0029629629629629598,0.0177777777777777,15,0.010666666666666658,0.0
1974,lola,Lola,15,0,0,14.7,0.0111111111111111,0.0,0.0,0.0007407407407407399,0.0044444444444444,15,0.0026666666666666644,0.0
1974,lotus,Lotus,15,3,6,12.909090909090908,0.5222222222222223,0.7500000000000002,0.5,0.03481481481481482,0.596388888888889,15,0.12533333333333335,0.0
1974,lyncar,Lyncar,1,0,0,31.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1974,maki,Maki,2,0,0,32.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1974,march,March,15,0,0,17.242424242424242,0.0666666666666666,0.0,0.0,0.00444444444444444,0.0266666666666666,15,0.015999999999999986,0.0
1974,mclaren,McLaren,15,4,10,9.326086956521738,0.9666666666666668,1.0,0.8333333333333333,0.06444444444444446,0.945,15,0.23200000000000007,0.0
1974,parnelli,Parnelli,2,0,0,17.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1974,penske,Penske,2,0,0,16.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0
1974,shadow,Shadow,14,0,1,15.607142857142858,0.0777777777777777,0.0,0.0892857142857142,0.00555555555555555,0.0534325396825396,14,0.01866666666666665,0.0
1974,surtees,Surtees,15,0,0,21.444444444444443,0.0333333333333333,0.0,0.0,0.00222222222222222,0.0133333333333333,15,0.007999999999999993,0.0
1974,token,Token,4,0,0,18.25,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0
1974,trojan,Trojan,8,0,0,18.875,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0
1974,tyrrell,Tyrrell,15,2,7,9.516129032258064,0.6555555555555556,0.5,0.5833333333333333,0.0437037037037037,0.5830555555555555,15,0.15733333333333335,0.0
1975,brabham,Brabham,14,2,9,9.892857142857142,0.6815642458100558,0.3333333333333332,0.8181818181818182,0.048683160415003986,0.5938378195361436,14,0.18769230769230769,0.0
1975,brm,BRM,11,0,0,18.545454545454547,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0
1975,ensign,Ensign,9,0,0,16.181818181818183,0.0111731843575419,0.0,0.0,0.0012414649286157666,0.0044692737430167,9,0.0030769230769230774,0.0
1975,ferrari,Ferrari,14,6,11,7.142857142857143,1.0,1.0,1.0,0.07142857142857142,1.0,14,0.2753846153846154,0.0
1975,fittipaldi,Fittipaldi,14,0,0,18.285714285714285,0.0,0.0,0.0,0.0,0.0,14,0.0,0.0
1975,frank-williams-racing-cars,Frank Williams Racing Cars,14,0,1,18.11111111111111,0.0670391061452514,0.0,0.0909090909090908,0.004788507581803671,0.0495429151853732,14,0.018461538461538463,0.0
1975,hesketh,Hesketh,14,1,4,11.73076923076923,0.3687150837988827,0.1666666666666666,0.3636363636363636,0.026336791699920193,0.2967284577619773,14,0.10153846153846155,0.0
1975,hill,Hill,11,0,0,14.2,0.0335195530726257,0.0,0.0,0.003047232097511427,0.0134078212290502,11,0.009230769230769232,0.0
1975,lola,Lola,3,0,0,14.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0.0
1975,lotus,Lotus,14,0,1,14.161290322580646,0.1005586592178771,0.0,0.0909090909090908,0.007182761372705507,0.0629507364144235,14,0.027692307692307697,0.0
1975,lyncar,Lyncar,1,0,0,17.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1975,maki,Maki,5,0,0,27.4,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0
1975,march,March,14,1,1,16.696969696969695,0.1005586592178771,0.1666666666666666,0.0909090909090908,0.007182761372705507,0.1212840697477568,14,0.027692307692307697,0.0
1975,mclaren,McLaren,14,3,10,10.137931034482758,0.7262569832402235,0.4999999999999999,0.9090909090909092,0.05187549880287311,0.6927755205688166,14,0.2,0.0
1975,parnelli,Parnelli,12,0,0,14.333333333333334,0.0558659217877094,0.0,0.0,0.004655493482309116,0.0223463687150838,12,0.015384615384615358,0.0
1975,penske,Penske,10,0,0,12.1,0.0223463687150838,0.0,0.0,0.00223463687150838,0.0089385474860335,10,0.006153846153846155,0.0
1975,shadow,Shadow,14,0,1,14.428571428571429,0.106145251396648,0.0,0.0909090909090908,0.007581803671189143,0.0651853732859319,14,0.02923076923076922,0.0
1975,surtees,Surtees,11,0,0,14.833333333333334,0.0,0.0,0.0,0.0,0.0,11,0.0,0.0
1975,tyrrell,Tyrrell,14,1,4,10.483870967741936,0.3575418994413408,0.1666666666666666,0.3636363636363636,0.025538707102952914,0.2922591840189605,14,0.09846153846153848,0.0
1976,boro,Boro,6,0,0,18.166666666666668,0.0,0.0,0.0,0.0,0.0,6,0.0,0.0
1976,brabham,Brabham,16,0,0,17.5531914893617,0.1111111111111111,0.0,0.0,0.006944444444444444,0.0444444444444444,16,0.027500000000000004,0.0
1976,brm,BRM,1,0,0,22.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1976,ensign,Ensign,14,0,0,14.642857142857142,0.0202020202020202,0.0,0.0,0.0014430014430014428,0.008080808080808,14,0.005,0.0
1976,ferrari,Ferrari,15,6,13,8.233333333333333,1.0,1.0,1.0,0.06666666666666667,1.0,15,0.24750000000000003,0.0
1976,fittipaldi,Fittipaldi,16,0,0,17.6,0.0303030303030303,0.0,0.0,0.0018939393939393938,0.0121212121212121,16,0.007500000000000001,0.0
1976,hesketh,Hesketh,15,0,0,18.73913043478261,0.0,0.0,0.0,0.0,0.0,15,0.0,0.0
1976,kojima,Kojima,1,0,0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1976,ligier,Ligier,16,0,3,12.5,0.202020202020202,0.0,0.2163461538461538,0.012626262626262624,0.1348946192696192,16,0.05,0.0
1976,lotus,Lotus,16,1,5,14.516129032258064,0.3232323232323232,0.15625,0.3605769230769231,0.0202020202020202,0.2741246600621601,16,0.08,0.0
1976,maki,Maki,1,0,0,27.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0
1976,march,March,16,1,1,15.981818181818182,0.1919191919191919,0.15625,0.0721153846153846,0.011994949494949494,0.1494840229215229,16,0.04750000000000001,0.0
