year,constructorId,name,races,wins,podiums,avg_finish,total_points,win_rate,podium_rate,avg_points,TDI,inv_avg_finish,TDI_normalized,TDI_rank
1951,alta,Alta,1,0,0,15.0,0.0,0.0,0.0,0.0,0.10544554455445544,0.7029702970297029,0.08057090150382773,13.0
1951,kuzma,Kuzma,1,0,0,16.0,0.0,0.0,0.0,0.0,0.10247524752475247,0.6831683168316831,0.07633032774046838,14.0
1951,deidt,Deidt,1,0,0,16.5,0.0,0.0,0.0,0.0,0.10099009900990098,0.6732673267326732,0.0742100408587887,15.0
1951,pawl,Pawl,1,0,0,17.0,0.0,0.0,0.0,0.0,0.0995049504950495,0.6633663366336633,0.07208975397710903,16.0
1951,maserati,Maserati,6,0,0,19.266666666666666,0.0,0.0,0.0,0.0,0.09277227722772276,0.6184818481848184,0.062477786780161144,17.0
1951,hall,Hall,1,0,0,20.0,0.0,0.0,0.0,0.0,0.09059405940594059,0.6039603960396039,0.05936803268703097,18.0
1951,marchese,Marchese,1,0,0,21.0,0.0,0.0,0.0,0.0,0.08762376237623763,0.5841584158415842,0.05512745892367163,19.0
1951,veritas,Veritas,1,0,0,21.0,0.0,0.0,0.0,0.0,0.08762376237623763,0.5841584158415842,0.05512745892367163,19.0
1951,bromme,Bromme,1,0,0,28.0,0.0,0.0,0.0,0.0,0.06683168316831682,0.4455445544554455,0.025443442580156118,20.0
1951,trevis,Trevis,1,0,0,30.0,0.0,0.0,0.0,0.0,0.06089108910891089,0.40594059405940597,0.016962295053437423,21.0
1951,lesovsky,Lesovsky,1,0,0,31.0,0.0,0.0,0.0,0.0,0.05792079207920792,0.38613861386138615,0.012721721290078064,22.0
1951,watson,Watson,1,0,0,34.0,0.0,0.0,0.0,0.0,0.049009900990099005,0.3267326732673267,0.0,23.0
1952,ferrari,Ferrari,8,7,17,11.137254901960784,1.0,0.875,1.0,15.0625,0.8731690448456609,0.7794602989710736,1.0,1.0
1952,kuzma,Kuzma,1,1,1,1.0,0.0663900414937759,1.0,0.4705882352941176,8.0,0.6279547700925816,0.9801980198019802,0.7035357918216162,2.0
1952,kurtis-kraft,Kurtis Kraft,1,0,2,16.714285714285715,0.1078838174273859,0.0,0.9411764705882352,13.0,0.35722448792178635,0.669024045261669,0.37622271506662075,3.0
1952,gordini,Gordini,7,0,2,12.521739130434783,0.1410788381742738,0.0,0.134453781512605,2.4285714285714284,0.1746359284671601,0.7520447696943607,0.15547303499332493,4.0
1952,cooper,Cooper,6,0,1,11.6875,0.0995850622406639,0.0,0.0784313725490195,2.0,0.15480950905073418,0.7685643564356436,0.1315028817906944,5.0
1952,maserati,Maserati,6,0,1,16.6,0.0705394190871369,0.0,0.0784313725490195,1.4166666666666667,0.13440879626161295,0.6712871287128712,0.10683840754916983,6.0
1952,connaught,Connaught,3,0,0,12.25,0.0414937759336099,0.0,0.0,1.6666666666666667,0.12191261657286058,0.7574257425742574,0.091730518661334,7.0
1952,heck,Heck,1,0,0,12.0,0.0,0.0,0.0,0.0,0.11435643564356435,0.7623762376237624,0.08259509129556525,8.0
