year,constructorId,name,races,wins,podiums,avg_finish,total_points,win_rate,podium_rate,avg_points,TDI,inv_avg_finish,TDI_normalized,TDI_rank,poles,one_two_finishes,max_possible_points,points_eff,win_rate_alt,pole_rate,one_two_rate,TDI_alt,TDI_og_pct
1964,porsche,Porsche,2,0,0,20.0,0.0,0.0,0.0,0.0,0.0905940594059405,0.6039603960396039,0.0,10.0,0,0,50,0.0,0.0,0.0,0.0,0.0,9.059405940594049
1965,lotus,Lotus,10,6,8,12.06060606060606,0.8275862068965517,1.0,0.6666666666666667,7.2,0.7963603256877412,0.7611761176117612,1.0,1.0,0,0,250,0.003310344827586207,0.6,0.0,0.0,18.132413793103446,79.63603256877411
1965,brm,BRM,10,3,11,8.517241379310345,0.9310344827586208,0.5,0.9166666666666669,8.1,0.7150748264481621,0.8313417548651416,0.8853092905778978,2.0,0,0,250,0.003724137931034483,0.3,0.0,0.0,9.148965517241379,71.5074826448162
1965,brabham,Brabham,10,0,12,11.272727272727272,1.0,0.0,1.0,8.7,0.5665166516651665,0.7767776777677768,0.6756994263867915,3.0,0,0,250,0.004,0.0,0.0,0.0,0.16,56.65166516651665
1965,ferrari,Ferrari,10,0,4,8.782608695652174,0.367816091954023,0.0,0.3333333333333333,3.2,0.2808095952023988,0.8260869565217391,0.2725777712434065,4.0,0,0,250,0.001471264367816092,0.0,0.0,0.0,0.05885057471264368,28.08095952023988
1965,honda,Honda,8,1,1,11.928571428571429,0.1494252873563218,0.2083333333333333,0.1041666666666666,1.625,0.2434119905217122,0.7637906647807637,0.2198111910828601,5.0,0,0,200,0.000747126436781609,0.125,0.0,0.0,3.779885057471264,24.34119905217122
1965,cooper,Cooper,10,0,1,12.416666666666666,0.160919540229885,0.0,0.0833333333333333,1.4,0.1661360532604984,0.7541254125412542,0.1107778192187795,6.0,0,0,250,0.00064367816091954,0.0,0.0,0.0,0.0257471264367816,16.61360532604984
1965,alfa-special,Alfa Special,1,0,0,10.0,0.0,0.0,0.0,0.0,0.1202970297029702,0.801980198019802,0.0461007220709341,7.0,0,0,25,0.0,0.0,0.0,0.0,0.0,12.02970297029702
1965,lds,LDS,1,0,0,21.0,0.0,0.0,0.0,0.0,0.0876237623762376,0.5841584158415842,0.0,8.0,0,0,25,0.0,0.0,0.0,0.0,0.0,8.76237623762376
1966,brabham,Brabham,9,8,21,11.013157894736842,1.0,1.0,1.0,15.77777777777778,0.9172876498176132,0.7819176654507556,1.0,1.0,0,0,225,0.0044444444444444444,0.8888888888888888,0.0,0.0,26.84444444444444,91.72876498176133
1966,ferrari,Ferrari,7,2,6,8.375,0.2957746478873239,0.3214285714285714,0.3673469387755102,6.0,0.3886154266475799,0.8341584158415841,0.3604979773621228,2.0,0,0,175,0.0016901408450704222,0.2857142857142857,0.0,0.0,8.639034205231386,38.86154266475799
1966,cooper,Cooper,9,1,6,9.642857142857142,0.3450704225352112,0.125,0.2857142857142857,5.444444444444445,0.305550506006335,0.809052333804809,0.2600194910103893,3.0,0,0,225,0.0015336463223787164,0.1111111111111111,0.0,0.0,3.3946791862284815,30.5550506006335
1966,lotus,Lotus,9,2,4,12.363636363636363,0.2746478873239437,0.25,0.1904761904761905,4.333333333333333,0.3033249527165996,0.7551755175517552,0.2573273771298074,4.0,0,0,225,0.0012206572769953052,0.2222222222222222,0.0,0.0,6.715492957746479,30.33249527165996
1966,brm,BRM,9,1,4,10.52,0.2394366197183098,0.125,0.1904761904761905,3.7777777777777777,0.2580088468102343,0.7916831683168317,0.202511292389391,5.0,0,0,225,0.001064162754303599,0.1111111111111111,0.0,0.0,3.3758998435054774,25.80088468102343
1966,honda,Honda,3,0,0,9.0,0.0211267605633802,0.0,0.0,1.0,0.1274926788453493,0.8217821782178218,0.0446339730552817,6.0,0,0,75,0.00028169014084506935,0.0,0.0,0.0,0.011267605633802776,12.749267884534929
1966,mclaren,McLaren,6,0,0,11.333333333333334,0.0352112676056338,0.0,0.0,0.8333333333333334,0.1233788871844931,0.7755775577557755,0.0396577742452635,7.0,0,0,150,0.00023474178403755865,0.0,0.0,0.0,0.009389671361502346,12.33788871844931
1966,eagle,Eagle,8,0,0,13.272727272727272,0.028169014084507,0.0,0.0,0.5,0.1162098604226619,0.7371737173717372,0.0309858468891301,8.0,0,0,200,0.000140845070422535,0.0,0.0,0.0,0.0056338028169014,11.62098604226619
1966,matra,Matra,1,0,0,13.25,0.0,0.0,0.0,0.0,0.1106435643564356,0.7376237623762376,0.0242526435223852,9.0,0,0,25,0.0,0.0,0.0,0.0,0.0,11.06435643564356
1966,shannon,Shannon,1,0,0,20.0,0.0,0.0,0.0,0.0,0.0905940594059405,0.6039603960396039,0.0,10.0,0,0,25,0.0,0.0,0.0,0.0,0.0,9.059405940594049
1967,brabham,Brabham,11,8,28,7.216216216216216,1.0,1.0,1.0,18.545454545454547,0.9285656944072788,0.8571046293818572,1.0,1.0,0,0,275,0.0036363636363636364,0.7272727272727273,0.0,0.0,21.96363636363636,92.85656944072788
1967,lotus,Lotus,11,8,13,10.140350877192985,0.5196078431372549,1.0,0.4642857142857144,9.636363636363637,0.6898731431082072,0.7992009727288518,0.7127788304338518,2.0,0,0,275,0.0018894830659536544,0.7272727272727273,0.0,0.0,21.893761140819965,68.98731431082072
1967,cooper,Cooper,11,2,4,10.456521739130435,0.3627450980392157,0.2499999999999999,0.1428571428571428,6.727272727272728,0.3147043298593651,0.7929401635815756,0.261334389710345,3.0,0,0,275,0.001319073083778966,0.18181818181818182,0.0,0.0,5.507308377896613,31.470432985936508
1967,honda,Honda,9,1,2,7.111111111111111,0.0980392156862745,0.1527777777777777,0.0873015873015873,2.2222222222222223,0.2237833499736528,0.8591859185918592,0.1519282518197902,4.0,0,0,225,0.0004357298474945533,0.1111111111111111,0.0,0.0,3.350762527233116,22.37833499736528
1967,ferrari,Ferrari,10,0,4,6.875,0.1127450980392156,0.0,0.1571428571428571,2.3,0.1914139418143494,0.8638613861386139,0.1129778144513858,5.0,0,0,250,0.0004509803921568624,0.0,0.0,0.0,0.018039215686274496,19.14139418143494
1967,eagle,Eagle,11,1,2,13.705882352941176,0.0637254901960784,0.1249999999999999,0.0714285714285714,1.181818181818182,0.1836416992539589,0.7285963890506698,0.1036253960948108,6.0,0,0,275,0.0002317290552584669,0.09090909090909091,0.0,0.0,2.7365418894830658,18.364169925395892
1967,brm,BRM,11,0,2,11.411764705882351,0.1029411764705882,0.0,0.0714285714285714,1.9090909090909087,0.1545490473417089,0.7740244612696564,0.0686179127756202,7.0,0,0,275,0.0003743315508021389,0.0,0.0,0.0,0.014973262032085558,15.45490473417089
1967,lds,LDS,1,0,0,9.0,0.0,0.0,0.0,0.0,0.1232673267326732,0.8217821782178218,0.0309763008758372,8.0,0,0,25,0.0,0.0,0.0,0.0,0.0,12.326732673267319
1967,mclaren,McLaren,6,0,0,11.5,0.0147058823529411,0.0,0.0,0.5,0.118782760629004,0.7722772277227723,0.0255799769676031,9.0,0,0,150,9.8039215686274e-05,0.0,0.0,0.0,0.00392156862745096,11.878276062900401
1967,matra,Matra,4,0,0,14.0,0.0,0.0,0.0,0.0,0.1084158415841584,0.7227722772277227,0.0131053580628542,10.0,0,0,100,0.0,0.0,0.0,0.0,0.0,10.84158415841584
1967,protos,Protos,1,0,0,17.5,0.0,0.0,0.0,0.0,0.098019801980198,0.6534653465346535,0.0005956980937661,11.0,0,0,25,0.0,0.0,0.0,0.0,0.0,9.8019801980198
1967,lola,Lola,1,0,0,17.666666666666668,0.0,0.0,0.0,0.0,0.0975247524752475,0.6501650165016502,0.0,12.0,0,0,25,0.0,0.0,0.0,0.0,0.0,9.75247524752475
1968,mclaren,McLaren,12,6,12,9.430769230769233,1.0,1.0,1.0,9.666666666666666,0.921987814166032,0.8132520944402132,1.0,1.0,0,0,300,0.0033333333333333335,0.5,0.0,0.0,15.133333333333333,92.1987814166032
1968,matra,Matra,12,6,12,8.509803921568627,0.8620689655172413,1.0,1.0,8.333333333333334,0.8971371477918583,0.8314890312560668,0.969565976803632,2.0,0,0,300,0.0028735632183908046,0.5,0.0,0.0,15.11494252873563,89.71371477918582
1968,lotus,Lotus,12,5,9,9.973684210526317,0.646551724137931,0.8333333333333334,0.75,6.25,0.7288522069085311,0.802501302761855,0.7634713909552114,3.0,0,0,300,0.0021551724137931034,0.4166666666666667,0.0,0.0,12.586206896551724,72.88522069085312
1968,ferrari,Ferrari,11,1,5,10.625,0.3189655172413793,0.1818181818181818,0.4545454545454545,3.363636363636364,0.359506424780409,0.7896039603960396,0.3111423494913602,4.0,0,0,275,0.00115987460815047,0.09090909090909091,0.0,0.0,2.7736677115987463,35.9506424780409
1968,brm,BRM,12,0,4,10.545454545454543,0.2413793103448276,0.0,0.3333333333333333,2.333333333333333,0.2502860630890675,0.7911791179117912,0.1773827564413924,5.0,0,0,300,0.0008045977011494253,0.0,0.0,0.0,0.03218390804597701,25.02860630890675
1968,cooper,Cooper,12,0,2,11.8,0.1724137931034483,0.0,0.1666666666666666,1.6666666666666667,0.1910999203368612,0.7663366336633664,0.1048988876266638,6.0,0,0,300,0.0005747126436781609,0.0,0.0,0.0,0.02298850574712644,19.109992033686122
1968,honda,Honda,12,0,2,10.4,0.1206896551724138,0.0,0.1666666666666666,1.1666666666666667,0.1849135085922385,0.7940594059405941,0.097322535519913,7.0,0,0,300,0.00040229885057471265,0.0,0.0,0.0,0.016091954022988506,18.49135085922385
1968,brabham,Brabham,12,0,2,12.941176470588236,0.1034482758620689,0.0,0.1666666666666666,1.0,0.1739171838076302,0.743739079790332,0.0838555967050502,8.0,0,0,300,0.0003448275862068963,0.0,0.0,0.0,0.013793103448275851,17.39171838076302
1968,lola,Lola,1,0,0,10.0,0.0,0.0,0.0,0.0,0.1202970297029702,0.801980198019802,0.0181882625079282,9.0,0,0,25,0.0,0.0,0.0,0.0,0.0,12.02970297029702
1968,eagle,Eagle,6,0,0,14.333333333333334,0.0,0.0,0.0,0.0,0.1074257425742574,0.7161716171617162,0.0024251016677237,10.0,0,0,150,0.0,0.0,0.0,0.0,0.0,10.742574257425739
1968,lds,LDS,1,0,0,15.0,0.0,0.0,0.0,0.0,0.1054455445544554,0.7029702970297029,0.0,11.0,0,0,25,0.0,0.0,0.0,0.0,0.0,10.54455445544554
1969,matra,Matra,11,6,10,6.037037037037037,1.0,1.0,1.0,7.727272727272727,0.932068206820682,0.8804547121378805,1.0,1.0,0,0,275,0.0036363636363636364,0.5454545454545454,0.0,0.0,16.509090909090908,93.2068206820682
1969,brabham,Brabham,11,2,9,8.651162790697674,0.8,0.3333333333333333,0.9,6.181818181818182,0.6259701435259806,0.8286898457287589,0.6413005807207893,2.0,0,0,275,0.0029090909090909093,0.18181818181818182,0.0,0.0,5.570909090909091,62.59701435259806
1969,lotus,Lotus,11,2,7,10.0,0.6941176470588235,0.3333333333333333,0.7,5.363636363636363,0.5507872257814016,0.801980198019802,0.5531978706140183,3.0,0,0,275,0.0025240641711229946,0.18181818181818182,0.0,0.0,5.5555080213903745,55.07872257814016
1969,mclaren,McLaren,11,1,5,8.642857142857142,0.5764705882352941,0.1666666666666666,0.4999999999999999,4.454545454545454,0.4229555980808164,0.8288543140028288,0.403399044289625,4.0,0,0,275,0.0020962566844919786,0.09090909090909091,0.0,0.0,2.8111229946524063,42.29555980808164
1969,ferrari,Ferrari,10,0,1,9.5,0.0823529411764705,0.0,0.11,0.7,0.1657527664531158,0.8118811881188119,0.1019972472681221,5.0,0,0,250,0.000329411764705882,0.0,0.0,0.0,0.013176470588235279,16.57527664531158
1969,brm,BRM,10,0,1,11.961538461538462,0.0823529411764705,0.0,0.11,0.7,0.1584412660723085,0.7631378522467631,0.0934293036737507,6.0,0,0,250,0.000329411764705882,0.0,0.0,0.0,0.013176470588235279,15.84412660723085
1969,cooper,Cooper,1,0,0,7.0,0.0,0.0,0.0,0.0,0.1292079207920792,0.8613861386138614,0.059172360448627,7.0,0,0,25,0.0,0.0,0.0,0.0,0.0,12.92079207920792
1969,tecno,Tecno,1,0,0,16.0,0.0,0.0,0.0,0.0,0.1024752475247524,0.6831683168316831,0.0278458166817068,8.0,0,0,25,0.0,0.0,0.0,0.0,0.0,10.24752475247524
1969,eagle,Eagle,1,0,0,20.0,0.0,0.0,0.0,0.0,0.0905940594059405,0.6039603960396039,0.0139229083408534,9.0,0,0,25,0.0,0.0,0.0,0.0,0.0,9.059405940594049
1969,bmw,BMW,1,0,0,24.0,0.0,0.0,0.0,0.0,0.0787128712871287,0.5247524752475248,0.0,10.0,0,0,25,0.0,0.0,0.0,0.0,0.0,7.87128712871287
1970,lotus,Lotus,13,6,7,12.510204081632653,0.9210526315789472,1.0,0.7777777777777778,5.384615384615385,0.8414959487355824,0.7522731865023238,1.0,1.0,0,0,325,0.0028340080971659917,0.46153846153846156,0.0,0.0,13.959514170040489,84.14959487355824
1970,ferrari,Ferrari,13,4,9,8.04,1.0,0.6666666666666667,1.0,5.846153846153846,0.8094521452145215,0.8407920792079209,0.957859659010368,2.0,0,0,325,0.003076923076923077,0.3076923076923077,0.0,0.0,9.353846153846154,80.94521452145214
1970,march,March,13,1,8,11.682539682539682,0.7236842105263158,0.1666666666666666,0.888888888888889,4.230769230769231,0.540591784742384,0.7686625805437687,0.6042853006654034,3.0,0,0,325,0.0022267206477732796,0.07692307692307693,0.0,0.0,2.396761133603239,54.0591784742384
1970,brabham,Brabham,13,1,5,11.344827586206897,0.4605263157894737,0.1666666666666666,0.5555555555555555,2.6923076923076925,0.4056299776983142,0.7753499487879822,0.4267989867927078,4.0,0,0,325,0.0014170040485829958,0.07692307692307693,0.0,0.0,2.3643724696356276,40.56299776983142
1970,mclaren,McLaren,12,0,5,12.731707317073171,0.4736842105263157,0.0,0.6018518518518519,3.0,0.3573828526412761,0.7478869838203333,0.3633498927943407,5.0,0,0,300,0.0015789473684210524,0.0,0.0,0.0,0.0631578947368421,35.73828526412761
1970,brm,BRM,13,1,2,13.54054054054054,0.3289473684210526,0.1666666666666666,0.2222222222222221,1.9230769230769231,0.2894589352249591,0.7318704843457319,0.2740241347146572,6.0,0,0,325,0.001012145748987854,0.07692307692307693,0.0,0.0,2.348178137651822,28.945893522495908
1970,matra,Matra,13,0,3,9.26923076923077,0.3157894736842105,0.0,0.3333333333333332,1.8461538461538465,0.2689588594486978,0.8164508758568164,0.2470647825591881,7.0,0,0,325,0.00097165991902834,0.0,0.0,0.0,0.038866396761133605,26.89588594486978
1970,surtees,Surtees,7,0,0,13.0,0.0394736842105263,0.0,0.0,0.4285714285714285,0.1192808754559666,0.7425742574257426,0.0502254379430365,8.0,0,0,175,0.000225563909774436,0.0,0.0,0.0,0.00902255639097744,11.92808754559666
1970,tyrrell,Tyrrell,3,0,0,15.0,0.0,0.0,0.0,0.0,0.1054455445544554,0.7029702970297029,0.0320307950533159,9.0,0,0,75,0.0,0.0,0.0,0.0,0.0,10.54455445544554
1970,de-tomaso,De Tomaso,11,0,0,16.90909090909091,0.0,0.0,0.0,0.0,0.0997749774977497,0.6651665166516652,0.0245735146085306,10.0,0,0,275,0.0,0.0,0.0,0.0,0.0,9.97749774977497
1970,bellasi,Bellasi,5,0,0,23.2,0.0,0.0,0.0,0.0,0.081089108910891,0.5405940594059406,0.0,11.0,0,0,125,0.0,0.0,0.0,0.0,0.0,8.1089108910891
1971,tyrrell,Tyrrell,11,7,11,7.913043478260869,1.0,1.0,1.0,8.0,0.9264959104606112,0.8433060697374085,1.0,1.0,0,0,275,0.0036363636363636364,0.6363636363636364,0.0,0.0,19.236363636363635,92.64959104606112
1971,ferrari,Ferrari,11,2,7,13.06896551724138,0.5,0.2857142857142857,0.6363636363636364,4.0,0.4702721996337565,0.7412086036189826,0.4542137808987621,2.0,0,0,275,0.0018181818181818182,0.18181818181818182,0.0,0.0,5.527272727272727,47.02721996337565
1971,brm,BRM,11,2,4,11.578947368421051,0.4772727272727273,0.2857142857142857,0.3636363636363636,3.8181818181818175,0.4019707233881283,0.7707139134966128,0.3725038574676186,3.0,0,0,275,0.0017355371900826446,0.18181818181818182,0.0,0.0,5.52396694214876,40.19707233881283
1971,march,March,11,0,5,14.649122807017545,0.4204545454545454,0.0,0.4545454545454545,3.363636363636364,0.3042150267658344,0.7099183602570783,0.2555574761443163,4.0,0,0,275,0.0015289256198347107,0.0,0.0,0.0,0.061157024793388436,30.42150267658344
1971,lotus,Lotus,11,0,3,12.48,0.2840909090909091,0.0,0.2727272727272727,2.272727272727273,0.2379306930693069,0.7528712871287129,0.176260685961479,5.0,0,0,275,0.0010330578512396695,0.0,0.0,0.0,0.04132231404958678,23.79306930693069
1971,matra,Matra,10,0,1,10.411764705882351,0.1136363636363636,0.0,0.1,1.0,0.1668012389474241,0.7938264414676762,0.0911676166829057,6.0,0,0,250,0.00045454545454545444,0.0,0.0,0.0,0.018181818181818177,16.68012389474241
1971,mclaren,McLaren,11,0,1,14.96551724137931,0.1477272727272727,0.0,0.0909090909090909,1.181818181818182,0.1578206958626897,0.703653123933083,0.080424078941718,7.0,0,0,275,0.000537190082644628,0.0,0.0,0.0,0.02148760330578512,15.782069586268971
1971,brabham,Brabham,11,0,1,15.32,0.0795454545454545,0.0,0.0909090909090909,0.6363636363636364,0.1431314131413141,0.6966336633663366,0.0628511034747516,8.0,0,0,275,0.0002892561983471073,0.0,0.0,0.0,0.011570247933884292,14.31314131413141
1971,surtees,Surtees,11,0,0,13.428571428571429,0.1022727272727272,0.0,0.0,0.8181818181818182,0.1305676996271055,0.734087694483734,0.0478209734441065,9.0,0,0,275,0.0003719008264462807,0.0,0.0,0.0,0.01487603305785123,13.056769962710549
1971,bellasi,Bellasi,1,0,0,20.0,0.0,0.0,0.0,0.0,0.0905940594059405,0.6039603960396039,0.0,10.0,0,0,25,0.0,0.0,0.0,0.0,0.0,9.059405940594049
1972,lotus,Lotus,12,5,8,13.642857142857142,0.9242424242424242,1.0,0.7272727272727273,5.083333333333333,0.826143328618576,0.7298444130127298,1.0,1.0,0,0,300,0.0030808080808080807,0.4166666666666667,0.0,0.0,12.623232323232322,82.6143328618576
1972,tyrrell,Tyrrell,12,4,7,10.0,0.9090909090909092,0.7999999999999999,0.6363636363636365,5.0,0.7412061206120613,0.801980198019802,0.8863610558368651,2.0,0,0,300,0.0030303030303030307,0.3333333333333333,0.0,0.0,10.12121212121212,74.12061206120613
1972,mclaren,McLaren,12,1,11,6.68,1.0,0.1999999999999999,1.0,5.5,0.6501584158415842,0.8677227722772277,0.7645467734813602,3.0,0,0,300,0.0033333333333333335,0.08333333333333333,0.0,0.0,2.633333333333333,65.01584158415842
1972,ferrari,Ferrari,12,1,6,10.5,0.7121212121212122,0.1999999999999999,0.5454545454545455,3.9166666666666665,0.4675997599759975,0.7920792079207921,0.5202984235848678,4.0,0,0,300,0.002373737373737374,0.08333333333333333,0.0,0.0,2.594949494949495,46.75997599759975
1972,brm,BRM,12,1,1,16.94,0.2121212121212121,0.1999999999999999,0.0909090909090908,1.1666666666666667,0.2348346834683467,0.6645544554455445,0.2088780443047773,5.0,0,0,300,0.000707070707070707,0.08333333333333333,0.0,0.0,2.528282828282828,23.48346834683467
1972,surtees,Surtees,12,0,1,16.05263157894737,0.2727272727272727,0.0,0.0909090909090908,1.5,0.1795916433748637,0.6821261073475768,0.1349674355630392,6.0,0,0,300,0.000909090909090909,0.0,0.0,0.0,0.03636363636363636,17.95916433748637
1972,matra,Matra,12,0,1,10.416666666666666,0.1818181818181818,0.0,0.0909090909090908,1.0,0.1781503150315031,0.7937293729372937,0.133039057706313,7.0,0,0,300,0.000606060606060606,0.0,0.0,0.0,0.02424242424242424,17.815031503150312
1972,march,March,12,0,1,14.758620689655173,0.2272727272727272,0.0,0.0909090909090908,1.25,0.1743443309848226,0.7077500853533629,0.127946966516627,8.0,0,0,300,0.0007575757575757574,0.0,0.0,0.0,0.030303030303030297,17.43443309848226
1972,brabham,Brabham,12,0,0,14.303030303030305,0.106060606060606,0.0,0.0,0.5833333333333334,0.1287278727872787,0.7167716771677167,0.0669159264377834,9.0,0,0,300,0.0003535353535353533,0.0,0.0,0.0,0.014141414141414132,12.87278727872787
1972,eifelland,Eifelland,8,0,0,14.875,0.0,0.0,0.0,0.0,0.1058168316831683,0.7054455445544554,0.0362628524569482,10.0,0,0,200,0.0,0.0,0.0,0.0,0.0,10.58168316831683
1972,connew,Connew,2,0,0,24.0,0.0,0.0,0.0,0.0,0.0787128712871287,0.5247524752475248,0.0,11.0,0,0,50,0.0,0.0,0.0,0.0,0.0,7.87128712871287
1972,politoys,Politoys,1,0,0,24.0,0.0,0.0,0.0,0.0,0.0787128712871287,0.5247524752475248,0.0,11.0,0,0,25,0.0,0.0,0.0,0.0,0.0,7.87128712871287
1972,tecno,Tecno,8,0,0,24.0,0.0,0.0,0.0,0.0,0.0787128712871287,0.5247524752475248,0.0,11.0,0,0,200,0.0,0.0,0.0,0.0,0.0,7.87128712871287
1973,lotus,Lotus,15,7,15,8.67741935483871,0.9067796610169492,1.0,1.0,7.133333333333334,0.9055814192682252,0.82816991376557,1.0,1.0,0,0,375,0.002418079096045198,0.4666666666666667,0.0,0.0,14.096723163841807,90.55814192682251
1973,tyrrell,Tyrrell,15,5,15,7.787878787878788,1.0,0.7142857142857142,1.0,7.866666666666666,0.8268676867686768,0.8457845784578457,0.903013261287938,2.0,0,0,375,0.0026666666666666666,0.3333333333333333,0.0,0.0,10.106666666666666,82.68676867686769
1973,mclaren,McLaren,15,3,8,8.942857142857143,0.576271186440678,0.4285714285714286,0.5333333333333333,4.533333333333333,0.5220246286129824,0.8229137199434229,0.5274023851336179,3.0,0,0,375,0.001536723163841808,0.2,0.0,0.0,6.0614689265536725,52.20246286129824
1973,brabham,Brabham,15,0,2,12.878048780487806,0.1864406779661017,0.0,0.1333333333333333,1.4666666666666666,0.1823698388855008,0.7449891330596474,0.108898404982651,4.0,0,0,375,0.0004971751412429379,0.0,0.0,0.0,0.01988700564971752,18.23698388855008
1973,march,March,15,0,2,14.976190476190476,0.1186440677966101,0.0,0.1333333333333333,0.9333333333333332,0.1625784128049608,0.7034417727487035,0.0845124965895581,5.0,0,0,375,0.0003163841807909603,0.0,0.0,0.0,0.012655367231638412,16.25784128049608
1973,shadow,Shadow,13,0,2,15.692307692307692,0.0762711864406779,0.0,0.1538461538461538,0.6923076923076923,0.1571049608220274,0.6892612338156893,0.0777684096244935,6.0,0,0,325,0.0002346805736636243,0.0,0.0,0.0,0.009387222946544973,15.710496082202742
1973,ferrari,Ferrari,13,0,0,11.0,0.1186440677966101,0.0,0.0,1.0769230769230769,0.1410555462325893,0.7821782178217822,0.0579932023024889,7.0,0,0,325,0.0003650586701434157,0.0,0.0,0.0,0.014602346805736629,14.105554623258932
1973,surtees,Surtees,15,0,1,15.085714285714284,0.059322033898305,0.0,0.0666666666666666,0.4666666666666667,0.1337220211125228,0.7012729844413013,0.0489572353616211,8.0,0,0,375,0.00015819209039548,0.0,0.0,0.0,0.006327683615819201,13.37220211125228
1973,brm,BRM,15,0,0,13.688888888888888,0.1101694915254237,0.0,0.0,0.8666666666666667,0.131373832298484,0.7289328932893289,0.0460639260530443,9.0,0,0,375,0.0002937853107344632,0.0,0.0,0.0,0.011751412429378529,13.137383229848401
1973,iso-marlboro,Iso-Marlboro,15,0,0,14.0,0.0169491525423728,0.0,0.0,0.1333333333333333,0.1118056720926329,0.7227722772277227,0.0219531136103549,10.0,0,0,375,4.519774011299414e-05,0.0,0.0,0.0,0.0018079096045197657,11.18056720926329
1973,tecno,Tecno,5,0,0,17.6,0.0084745762711864,0.0,0.0,0.2,0.0994176875314649,0.6514851485148514,0.0066893193059754,11.0,0,0,125,6.77966101694912e-05,0.0,0.0,0.0,0.002711864406779648,9.94176875314649
1973,ensign,Ensign,7,0,0,18.857142857142858,0.0,0.0,0.0,0.0,0.0939886845827439,0.6265912305516266,0.0,12.0,0,0,175,0.0,0.0,0.0,0.0,0.0,9.39886845827439
1974,mclaren,McLaren,15,4,10,9.326086956521738,0.9666666666666668,1.0,0.8333333333333333,5.8,0.8739654182809585,0.8153250107619457,1.0,1.0,0,0,375,0.0025777777777777782,0.26666666666666666,0.0,0.0,8.103111111111112,87.39654182809585
1974,ferrari,Ferrari,15,3,12,8.933333333333334,1.0,0.7500000000000002,1.0,6.0,0.8359653465346536,0.8231023102310231,0.9536027114177916,2.0,0,0,375,0.0026666666666666666,0.2,0.0,0.0,6.1066666666666665,83.59653465346535
1974,lotus,Lotus,15,3,6,12.909090909090908,0.5222222222222223,0.7500000000000002,0.5,3.1333333333333333,0.6036006100610062,0.7443744374437444,0.6698902540710515,3.0,0,0,375,0.0013925925925925926,0.2,0.0,0.0,6.055703703703704,60.360061006100615
1974,brabham,Brabham,15,3,5,15.163636363636364,0.5111111111111111,0.7500000000000002,0.4166666666666666,3.066666666666667,0.5738483848384839,0.6997299729972997,0.6335634126685362,4.0,0,0,375,0.001362962962962963,0.2,0.0,0.0,6.054518518518518,57.38483848384839
1974,tyrrell,Tyrrell,15,2,7,9.516129032258064,0.6555555555555556,0.5,0.5833333333333333,3.933333333333333,0.5736787146456581,0.8115618013414245,0.6333562489307177,5.0,0,0,375,0.0017481481481481482,0.13333333333333333,0.0,0.0,4.069925925925926,57.36787146456581
1974,hesketh,Hesketh,13,0,3,15.714285714285714,0.1666666666666666,0.0,0.2884615384615384,1.1538461538461535,0.2087726217676712,0.6888260254596889,0.1878135823352955,6.0,0,0,325,0.0005128205128205126,0.0,0.0,0.0,0.020512820512820506,20.87726217676712
1974,brm,BRM,15,0,1,16.825,0.1111111111111111,0.0,0.0833333333333332,0.6666666666666666,0.143080308030803,0.6668316831683169,0.1076046485619318,7.0,0,0,375,0.0002962962962962963,0.0,0.0,0.0,0.011851851851851851,14.3080308030803
1974,shadow,Shadow,14,0,1,15.607142857142858,0.0777777777777777,0.0,0.0892857142857142,0.5,0.1415191340562627,0.690947666195191,0.105698487965516,8.0,0,0,350,0.000222222222222222,0.0,0.0,0.0,0.00888888888888888,14.15191340562627
1974,march,March,15,0,0,17.242424242424242,0.0666666666666666,0.0,0.0,0.4,0.1121182118211821,0.6585658565856586,0.0698005801238881,9.0,0,0,375,0.0001777777777777776,0.0,0.0,0.0,0.007111111111111104,11.21182118211821
1974,lola,Lola,15,0,0,14.7,0.0111111111111111,0.0,0.0,0.0666666666666666,0.1085588558855885,0.7089108910891089,0.0654546813684051,10.0,0,0,375,2.96296296296296e-05,0.0,0.0,0.0,0.001185185185185184,10.85588558855885
1974,penske,Penske,2,0,0,16.0,0.0,0.0,0.0,0.0,0.1024752475247524,0.6831683168316831,0.05802672347866,11.0,0,0,50,0.0,0.0,0.0,0.0,0.0,10.24752475247524
1974,iso-marlboro,Iso-Marlboro,15,0,0,19.678571428571427,0.0444444444444444,0.0,0.0,0.2666666666666666,0.1004376866258054,0.6103253182461104,0.0555389044644377,12.0,0,0,375,0.0001185185185185184,0.0,0.0,0.0,0.004740740740740736,10.04376866258054
1974,parnelli,Parnelli,2,0,0,17.0,0.0,0.0,0.0,0.0,0.0995049504950495,0.6633663366336633,0.0544000532612437,13.0,0,0,50,0.0,0.0,0.0,0.0,0.0,9.95049504950495
1974,token,Token,4,0,0,18.25,0.0,0.0,0.0,0.0,0.0957920792079208,0.6386138613861386,0.0498667154894734,14.0,0,0,100,0.0,0.0,0.0,0.0,0.0,9.57920792079208
1974,trojan,Trojan,8,0,0,18.875,0.0,0.0,0.0,0.0,0.0939356435643564,0.6262376237623762,0.0476000466035883,15.0,0,0,200,0.0,0.0,0.0,0.0,0.0,9.39356435643564
