year,constructorId,name,races,wins,podiums,avg_finish,total_points,win_rate,podium_rate,avg_points,TDI
1958,vanwall,Vanwall,9,6,9,10.185185185185183,0.7311827956989247,0.6666666666666666,0.5,7.555555555555555,0.6508064516129032
1958,watson,Watson,1,0,0,17.25,0.0,0.0,0.0,0.0,0.0
1959,aston-martin,Aston Martin,4,0,0,11.125,0.0,0.0,0.0,0.0,0.0
1959,behra-porsche,Behra-Porsche,2,0,0,18.5,0.0,0.0,0.0,0.0,0.0
1959,brm,BRM,7,1,2,9.454545454545457,0.23076923076923078,0.1428571428571428,0.14285714285714285,3.2142857142857144,0.178021978021978
1959,christensen,Christensen,1,0,0,27.0,0.0,0.0,0.0,0.0,0.0
1959,connaught,Connaught,1,0,0,18.0,0.0,0.0,0.0,0.0,0.0
1959,cooper,Cooper,8,5,13,11.107692307692307,1.0,0.625,0.8125,12.1875,0.821875
1959,dunn,Dunn,1,0,0,13.0,0.0,0.0,0.0,0.0,0.0
1959,elder,Elder,1,0,0,23.0,0.0,0.0,0.0,0.0,0.0
1959,epperly,Epperly,1,0,0,12.0,0.05128205128205128,0.0,0.0,5.0,0.020512820512820513
1959,ferrari,Ferrari,7,2,9,7.310344827586207,0.6871794871794872,0.2857142857142857,0.6428571428571429,9.571428571428571,0.5355860805860806
1959,fry,Fry,1,0,0,26.0,0.0,0.0,0.0,0.0,0.0
1959,jbw,JBW,1,0,0,22.0,0.0,0.0,0.0,0.0,0.0
1959,kurtis-kraft,Kurtis Kraft,2,0,0,18.46153846153846,0.0,0.0,0.0,0.0,0.0
1959,kuzma,Kuzma,1,0,0,15.4,0.0,0.0,0.0,0.0,0.0
1959,lesovsky,Lesovsky,1,0,1,17.5,0.05128205128205128,0.0,0.5,5.0,0.14551282051282052
1959,lotus,Lotus,8,0,0,14.578947368421051,0.05128205128205128,0.0,0.0,0.625,0.020512820512820513
1959,maserati,Maserati,5,0,0,15.555555555555555,0.0,0.0,0.0,0.0,0.0
1959,moore,Moore,1,0,0,12.0,0.0,0.0,0.0,0.0,0.0
1959,phillips,Phillips,1,0,0,24.0,0.0,0.0,0.0,0.0,0.0
1959,porsche,Porsche,4,0,0,12.5,0.0,0.0,0.0,0.0,0.0
1959,sutton,Sutton,1,0,0,30.0,0.0,0.0,0.0,0.0,0.0
1959,tec-mec,Tec-Mec,1,0,0,13.0,0.0,0.0,0.0,0.0,0.0
1959,vanwall,Vanwall,1,0,0,24.0,0.0,0.0,0.0,0.0,0.0
1959,watson,Watson,1,1,2,10.5,0.14358974358974358,1.0,1.0,14.0,0.6574358974358974
1960,aston-martin,Aston Martin,2,0,0,17.333333333333332,0.0,0.0,0.0,0.0,0.0
1960,behra-porsche,Behra-Porsche,2,0,0,11.5,0.0,0.0,0.0,0.0,0.0
1960,brm,BRM,8,0,1,12.434782608695652,0.03524229074889868,0.0,0.03879310344827586,1.0,0.02379519216162844
1960,christensen,Christensen,1,0,0,18.0,0.0,0.0,0.0,0.0,0.0
1960,cooper,Cooper,9,12,29,11.344086021505376,1.0,1.0,1.0,25.22222222222222,1.0
1960,epperly,Epperly,1,0,1,18.83333333333333,0.01762114537444934,0.0,0.3103448275862069,4.0,0.08463466504633146
1960,ewing,Ewing,1,0,0,26.5,0.0,0.0,0.0,0.0,0.0
1960,ferrari,Ferrari,8,1,5,7.4,0.1894273127753304,0.09375,0.1939655172413793,5.375,0.157074804420477
1960,jbw,JBW,4,0,0,15.5,0.0,0.0,0.0,0.0,0.0
1960,kurtis-kraft,Kurtis Kraft,1,0,0,21.875,0.0,0.0,0.0,0.0,0.0
1960,kuzma,Kuzma,1,0,0,12.5,0.0,0.0,0.0,0.0,0.0
1960,lesovsky,Lesovsky,1,0,0,5.0,0.00881057268722467,0.0,0.0,2.0,0.0035242290748898684
1960,lotus,Lotus,8,2,7,9.636363636363637,0.2290748898678414,0.1875,0.27155172413793105,6.5,0.22514288698161933
1960,maserati,Maserati,3,0,0,17.857142857142858,0.0,0.0,0.0,0.0,0.0
1960,meskowski,Meskowski,1,0,0,12.0,0.0,0.0,0.0,0.0,0.0
1960,phillips,Phillips,1,0,0,4.0,0.013215859030837005,0.0,0.0,3.0,0.005286343612334802
1960,porsche,Porsche,1,0,0,6.5,0.004405286343612335,0.0,0.0,1.0,0.0017621145374449342
1960,scarab,Scarab,5,0,0,18.666666666666668,0.0,0.0,0.0,0.0,0.0
1960,trevis,Trevis,1,0,0,7.5,0.004405286343612335,0.0,0.0,1.0,0.0017621145374449342
1960,vanwall,Vanwall,1,0,0,18.0,0.0,0.0,0.0,0.0,0.0
1960,watson,Watson,1,1,2,16.125,0.06167400881057269,0.75,0.6206896551724138,14.0,0.44234201731733247
1961,brm,BRM,8,0,1,13.375,0.09090909090909091,0.0,0.0625,1.125,0.05198863636363637
1961,cooper,Cooper,8,0,1,13.913793103448276,0.24242424242424243,0.0,0.0625,3.0,0.11259469696969698
1961,de-tomaso,De Tomaso,2,0,0,23.75,0.0,0.0,0.0,0.0,0.0
1961,emeryson,Emeryson,2,0,0,25.0,0.0,0.0,0.0,0.0,0.0
1961,ferguson,Ferguson,1,0,0,30.5,0.0,0.0,0.0,0.0,0.0
1961,ferrari,Ferrari,7,5,14,7.888888888888889,1.0,1.0,1.0,14.142857142857142,1.0
1961,gilby,Gilby,1,0,0,15.0,0.0,0.0,0.0,0.0,0.0
1961,jbw,JBW,1,0,0,23.0,0.0,0.0,0.0,0.0,0.0
1961,lotus,Lotus,8,3,5,16.01492537313433,0.4444444444444444,0.525,0.3125,5.5,0.4396527777777778
1961,porsche,Porsche,8,0,3,9.76,0.24242424242424243,0.0,0.1875,3.0,0.14384469696969698
1962,brabham,Brabham,3,0,0,8.666666666666666,0.0967741935483871,0.0,0.0,2.0,0.03870967741935484
1962,brm,BRM,9,4,8,7.05,1.0,1.0,1.0,6.888888888888889,1.0
1962,cooper,Cooper,9,1,7,9.633333333333333,0.7258064516129032,0.25,0.8750000000000001,5.0,0.5965725806451614
1962,de-tomaso,De Tomaso,1,0,0,29.0,0.0,0.0,0.0,0.0,0.0
1962,emeryson,Emeryson,3,0,0,14.666666666666666,0.0,0.0,0.0,0.0,0.0
1962,enb,ENB,1,0,0,16.0,0.0,0.0,0.0,0.0,0.0
1962,ferrari,Ferrari,6,0,4,9.80952380952381,0.4838709677419355,0.0,0.75,5.0,0.38104838709677424
1962,gilby,Gilby,2,0,0,21.5,0.0,0.0,0.0,0.0,0.0
1962,lds,LDS,1,0,0,12.0,0.0,0.0,0.0,0.0,0.0
1962,lola,Lola,9,0,2,12.764705882352942,0.3064516129032258,0.0,0.25,2.111111111111111,0.18508064516129033
1962,lotus,Lotus,9,4,5,13.702380952380953,0.9032258064516129,1.0,0.6250000000000001,6.222222222222222,0.8675403225806452
1962,porsche,Porsche,9,1,2,11.148148148148149,0.3225806451612903,0.25,0.25,2.2222222222222223,0.27903225806451615
1963,alfa-special,Alfa Special,1,0,0,15.0,0.0,0.0,0.0,0.0,0.0
1963,ats,ATS,5,0,0,16.0,0.0,0.0,0.0,0.0,0.0
1963,brabham,Brabham,10,0,4,9.35,0.24087591240875914,0.0,0.25,3.3,0.15885036496350366
1963,brm,BRM,10,2,10,7.6,0.4744525547445255,0.16666666666666669,0.625,6.5,0.40436435523114356
1963,brp,BRP,5,0,0,10.8,0.043795620437956206,0.0,0.0,1.2,0.017518248175182483
1963,cooper,Cooper,10,0,4,11.0,0.23357664233576642,0.0,0.25,3.2,0.15593065693430658
1963,de-tomaso,De Tomaso,1,0,0,28.0,0.0,0.0,0.0,0.0,0.0
1963,ferrari,Ferrari,10,1,3,11.63157894736842,0.19708029197080293,0.08333333333333334,0.18749999999999997,2.7,0.15487378345498784
1963,gilby,Gilby,3,0,0,21.33333333333333,0.0,0.0,0.0,0.0,0.0
1963,lds,LDS,1,0,0,15.5,0.0,0.0,0.0,0.0,0.0
1963,lola,Lola,9,0,0,13.533333333333331,0.0,0.0,0.0,0.0,0.0
1963,lotus,Lotus,10,12,16,12.063063063063064,1.0,1.0,1.0,13.7,1.0
1963,porsche,Porsche,8,0,0,11.0,0.0364963503649635,0.0,0.0,0.625,0.014598540145985401
1963,scirocco,Scirocco,5,0,0,17.285714285714285,0.0,0.0,0.0,0.0,0.0
1963,stebro,Stebro,1,0,0,7.0,0.0,0.0,0.0,0.0,0.0
